               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
123,0.034273,0.039371,0.0066809,0.74329,0.63271,0.67444,0.41567,0.030916,0.034306,0.0093016,0.003961,0.003961,0.003961
124,0.034178,0.039748,0.0064559,0.7448,0.63178,0.6743,0.41554,0.030917,0.034304,0.0093074,0.0039115,0.0039115,0.0039115
125,0.034109,0.039246,0.0064793,0.70261,0.63214,0.6744,0.41567,0.030916,0.034306,0.0093108,0.003862,0.003862,0.003862
126,0.034188,0.039644,0.0063954,0.69875,0.63461,0.67407,0.41564,0.030917,0.034306,0.0093166,0.0038125,0.0038125,0.0038125
127,0.033903,0.039142,0.0064687,0.70022,0.63427,0.6743,0.41561,0.030916,0.034308,0.0093192,0.003763,0.003763,0.003763
128,0.034216,0.039862,0.0064324,0.69953,0.63564,0.67428,0.41568,0.030918,0.034308,0.0093253,0.0037135,0.0037135,0.0037135
129,0.033927,0.039485,0.0064366,0.69888,0.63513,0.67388,0.41554,0.030917,0.034308,0.0093283,0.003664,0.003664,0.003664
130,0.034191,0.039839,0.0064888,0.69922,0.63508,0.67446,0.41577,0.03092,0.034309,0.009334,0.0036145,0.0036145,0.0036145
131,0.03413,0.039135,0.0064747,0.70379,0.63412,0.67435,0.41568,0.030921,0.034311,0.0093396,0.003565,0.003565,0.003565
132,0.034057,0.039456,0.0063753,0.70195,0.63448,0.67411,0.41592,0.030922,0.034313,0.0093425,0.0035155,0.0035155,0.0035155
133,0.033845,0.039045,0.0061757,0.70353,0.63384,0.67454,0.41619,0.030923,0.034315,0.0093466,0.003466,0.003466,0.003466
134,0.033746,0.038794,0.0063177,0.71228,0.63556,0.6746,0.41598,0.030924,0.034313,0.00935,0.0034165,0.0034165,0.0034165
135,0.033703,0.038344,0.0064363,0.71542,0.63506,0.67452,0.41605,0.030925,0.034313,0.0093536,0.003367,0.003367,0.003367
136,0.033745,0.03857,0.0061748,0.71165,0.63715,0.67458,0.41601,0.030925,0.034315,0.0093583,0.0033175,0.0033175,0.0033175
137,0.033538,0.03887,0.0062248,0.70735,0.63844,0.67467,0.4159,0.030925,0.034316,0.0093635,0.003268,0.003268,0.003268
138,0.033747,0.039093,0.0060595,0.70515,0.63898,0.67477,0.41615,0.030925,0.034316,0.0093714,0.0032185,0.0032185,0.0032185
139,0.033715,0.039407,0.0060007,0.70393,0.63901,0.67471,0.4161,0.030925,0.034318,0.009379,0.003169,0.003169,0.003169
140,0.03383,0.039296,0.0060857,0.71106,0.6342,0.67465,0.41593,0.030926,0.034324,0.0093863,0.0031195,0.0031195,0.0031195
141,0.033391,0.038534,0.0058425,0.71073,0.63441,0.67443,0.41583,0.030928,0.034327,0.0093931,0.00307,0.00307,0.00307
142,0.03364,0.038195,0.0059588,0.71114,0.63458,0.67409,0.41553,0.030928,0.034332,0.0094006,0.0030205,0.0030205,0.0030205
143,0.033702,0.039012,0.0059223,0.71032,0.63361,0.67427,0.41566,0.03093,0.034337,0.0094085,0.002971,0.002971,0.002971
144,0.033267,0.038137,0.0058288,0.70551,0.63598,0.67424,0.41568,0.03093,0.034343,0.0094147,0.0029215,0.0029215,0.0029215
145,0.033332,0.038387,0.0057842,0.69975,0.63956,0.67392,0.41589,0.030931,0.03435,0.0094219,0.002872,0.002872,0.002872
146,0.033316,0.03838,0.0057402,0.70106,0.63887,0.67378,0.41558,0.03093,0.034355,0.0094299,0.0028225,0.0028225,0.0028225
147,0.033532,0.038947,0.0055732,0.69698,0.64096,0.67381,0.4153,0.030932,0.034359,0.0094372,0.002773,0.002773,0.002773
148,0.033134,0.037754,0.005678,0.70968,0.63466,0.67385,0.41545,0.030931,0.034364,0.0094418,0.0027235,0.0027235,0.0027235
149,0.033307,0.03828,0.0057012,0.71427,0.63253,0.67395,0.41537,0.030933,0.034373,0.0094493,0.002674,0.002674,0.002674
150,0.033244,0.03783,0.0055941,0.71123,0.63348,0.67354,0.41511,0.030935,0.034383,0.0094574,0.0026245,0.0026245,0.0026245
151,0.033285,0.038352,0.0053934,0.71901,0.63041,0.67334,0.4152,0.030937,0.03439,0.009462,0.002575,0.002575,0.002575
